x,y,z
7.088022613525390625e+01,4.741429519653320312e+01,8.305625152587890625e+01
7.093051147460937500e+01,4.721448898315429688e+01,8.252658081054687500e+01
7.099977111816406250e+01,4.696456909179687500e+01,8.195404052734375000e+01
7.108476257324218750e+01,4.678806304931640625e+01,8.150644683837890625e+01
7.111679840087890625e+01,4.670505905151367188e+01,8.131920623779296875e+01
7.121915435791015625e+01,4.653270339965820312e+01,8.092742919921875000e+01
7.151283264160156250e+01,4.610194778442382812e+01,7.997422790527343750e+01
7.151287841796875000e+01,4.610188674926757812e+01,7.997407531738281250e+01
7.152332305908203125e+01,4.608702850341796875e+01,7.993598175048828125e+01
7.169347381591796875e+01,4.583161926269531250e+01,7.938365173339843750e+01
7.201083374023437500e+01,4.547534179687500000e+01,7.851856231689453125e+01
7.214019775390625000e+01,4.529319381713867188e+01,7.814919281005859375e+01
7.237104797363281250e+01,4.501642227172851562e+01,7.749626922607421875e+01
7.242413330078125000e+01,4.495729064941406250e+01,7.736540222167968750e+01
7.246912384033203125e+01,4.490279388427734375e+01,7.725638580322265625e+01
7.273668670654296875e+01,4.468516921997070312e+01,7.686245727539062500e+01
7.283018493652343750e+01,4.460385131835937500e+01,7.671226501464843750e+01
7.314402008056640625e+01,4.435931396484375000e+01,7.623738098144531250e+01
7.336655426025390625e+01,4.419903945922851562e+01,7.593893432617187500e+01
7.376331329345703125e+01,4.386567306518554688e+01,7.523380279541015625e+01
7.401252746582031250e+01,4.371181869506835938e+01,7.478956604003906250e+01
7.442887115478515625e+01,4.339769744873046875e+01,7.412675476074218750e+01
7.457539367675781250e+01,4.327886199951171875e+01,7.390113830566406250e+01
7.460010528564453125e+01,4.326249694824218750e+01,7.386775207519531250e+01
7.481382751464843750e+01,4.310671234130859375e+01,7.360382080078125000e+01
7.516420745849609375e+01,4.283146667480468750e+01,7.315874481201171875e+01
7.541472625732421875e+01,4.261598205566406250e+01,7.289109039306640625e+01
7.563710021972656250e+01,4.241157531738281250e+01,7.260896301269531250e+01
7.563780975341796875e+01,4.241092681884765625e+01,7.260757446289062500e+01
7.588115692138671875e+01,4.224264907836914062e+01,7.212464904785156250e+01
7.613731384277343750e+01,4.203362274169921875e+01,7.158392333984375000e+01
7.628088378906250000e+01,4.189424896240234375e+01,7.124987030029296875e+01
7.637009429931640625e+01,4.180802536010742188e+01,7.102326965332031250e+01
7.637731170654296875e+01,4.180222702026367188e+01,7.100475311279296875e+01
7.653428649902343750e+01,4.164484405517578125e+01,7.063446807861328125e+01
7.660270690917968750e+01,4.156086349487304688e+01,7.045349884033203125e+01
7.663367462158203125e+01,4.152866744995117188e+01,7.038059234619140625e+01
7.693178558349609375e+01,4.115481567382812500e+01,6.973861694335937500e+01
7.695979309082031250e+01,4.111723709106445312e+01,6.967935943603515625e+01
7.711906433105468750e+01,4.087724304199218750e+01,6.931824493408203125e+01
7.717833709716796875e+01,4.079504394531250000e+01,6.919737243652343750e+01
7.726433563232421875e+01,4.065759277343750000e+01,6.896346282958984375e+01
7.726612854003906250e+01,4.065507507324218750e+01,6.895890045166015625e+01
7.740444946289062500e+01,4.043661880493164062e+01,6.860053253173828125e+01
7.741156005859375000e+01,4.042379379272460938e+01,6.858061981201171875e+01
7.755409240722656250e+01,4.019573593139648438e+01,6.815902709960937500e+01
7.759549713134765625e+01,4.012471008300781250e+01,6.799143218994140625e+01
7.772176361083984375e+01,3.987673950195312500e+01,6.755626678466796875e+01
7.788779449462890625e+01,3.945431137084960938e+01,6.693975067138671875e+01
7.800113677978515625e+01,3.919031906127929688e+01,6.644798278808593750e+01
7.804391479492187500e+01,3.909918975830078125e+01,6.626431274414062500e+01
7.815893554687500000e+01,3.876722335815429688e+01,6.568329620361328125e+01
7.829454040527343750e+01,3.829337692260742188e+01,6.508539581298828125e+01
7.845181274414062500e+01,3.769807815551757812e+01,6.437456512451171875e+01
7.853777313232421875e+01,3.721863555908203125e+01,6.380259323120117188e+01
7.854740905761718750e+01,3.711760330200195312e+01,6.366917419433593750e+01
7.857552337646484375e+01,3.694448852539062500e+01,6.345790863037109375e+01
7.864395141601562500e+01,3.629230117797851562e+01,6.240836334228515625e+01
7.866168975830078125e+01,3.601703643798828125e+01,6.196676635742187500e+01
7.860008239746093750e+01,3.518481063842773438e+01,6.038559722900390625e+01
7.868637847900390625e+01,3.460362243652343750e+01,5.962977600097656250e+01
7.868639373779296875e+01,3.460345077514648438e+01,5.962957763671875000e+01
7.868869781494140625e+01,3.458198928833007812e+01,5.960506057739257812e+01
7.877058410644531250e+01,3.376520919799804688e+01,5.820354080200195312e+01
7.877931213378906250e+01,3.369530105590820312e+01,5.810505294799804688e+01
7.882797241210937500e+01,3.322261047363281250e+01,5.735453414916992188e+01
7.885892486572265625e+01,3.312020111083984375e+01,5.717199325561523438e+01
7.890544128417968750e+01,3.258211517333984375e+01,5.617837142944335938e+01
7.890908813476562500e+01,3.255709457397460938e+01,5.612585449218750000e+01
7.902497863769531250e+01,3.181158065795898438e+01,5.478216934204101562e+01
7.901476287841796875e+01,3.165411186218261719e+01,5.447283554077148438e+01
7.900928497314453125e+01,3.163616943359375000e+01,5.443083190917968750e+01
7.900547027587890625e+01,3.160090637207031250e+01,5.432844924926757812e+01
7.911532592773437500e+01,3.121767234802246094e+01,5.340362548828125000e+01
7.907077026367187500e+01,3.105635452270507812e+01,5.293786239624023438e+01
7.909107971191406250e+01,3.048160743713378906e+01,5.132878112792968750e+01
7.909784698486328125e+01,3.047254753112792969e+01,5.130084228515625000e+01
7.921434020996093750e+01,3.003746223449707031e+01,5.011359405517578125e+01
7.927977752685546875e+01,2.981731414794921875e+01,4.936794281005859375e+01
7.931263732910156250e+01,2.969607925415039062e+01,4.907950973510742188e+01
7.945294952392578125e+01,2.940222930908203125e+01,4.810120010375976562e+01
7.946237182617187500e+01,2.927941894531250000e+01,4.767624282836914062e+01
7.960205841064453125e+01,2.909204483032226562e+01,4.690813446044921875e+01
7.979533386230468750e+01,2.873129844665527344e+01,4.597057342529296875e+01
7.998390960693359375e+01,2.855202102661132812e+01,4.496886444091796875e+01
8.003854370117187500e+01,2.843745994567871094e+01,4.449144744873046875e+01
8.008196258544921875e+01,2.835302352905273438e+01,4.387429046630859375e+01
8.027272033691406250e+01,2.804595184326171875e+01,4.229204177856445312e+01
8.043399810791015625e+01,2.792819404602050781e+01,4.122887802124023438e+01
8.052170562744140625e+01,2.780538368225097656e+01,4.066186523437500000e+01
8.082346343994140625e+01,2.765610885620117188e+01,3.935946273803710938e+01
8.099499511718750000e+01,2.743724441528320312e+01,3.841881179809570312e+01
8.114895629882812500e+01,2.731206512451171875e+01,3.776787567138671875e+01
8.122322845458984375e+01,2.725155639648437500e+01,3.739687347412109375e+01
8.134944915771484375e+01,2.720992851257324219e+01,3.688210296630859375e+01
8.146235656738281250e+01,2.709319305419921875e+01,3.625204086303710938e+01
8.155046081542968750e+01,2.702657699584960938e+01,3.586686706542968750e+01
8.168074798583984375e+01,2.686014366149902344e+01,3.508717727661132812e+01
8.175780487060546875e+01,2.676155662536621094e+01,3.469378662109375000e+01
8.181053924560546875e+01,2.666589546203613281e+01,3.434597778320312500e+01
8.181090545654296875e+01,2.666525650024414062e+01,3.434327697753906250e+01
8.186534881591796875e+01,2.644013977050781250e+01,3.362570190429687500e+01
8.191674804687500000e+01,2.637662124633789062e+01,3.341411590576171875e+01
8.201854705810546875e+01,2.627724266052246094e+01,3.294750976562500000e+01
8.206575012207031250e+01,2.621436500549316406e+01,3.256150054931640625e+01
8.212756347656250000e+01,2.615596580505371094e+01,3.225969696044921875e+01
8.213686370849609375e+01,2.614986228942871094e+01,3.220415878295898438e+01
8.223033142089843750e+01,2.609431648254394531e+01,3.175457382202148438e+01
8.225970458984375000e+01,2.607658958435058594e+01,3.149907493591308594e+01
8.235426330566406250e+01,2.596521568298339844e+01,3.087645149230957031e+01
8.237108612060546875e+01,2.595074081420898438e+01,3.080453872680664062e+01
8.242559051513671875e+01,2.592366409301757812e+01,3.049944305419921875e+01
8.255493164062500000e+01,2.584723854064941406e+01,2.974186706542968750e+01
8.258617401123046875e+01,2.584179306030273438e+01,2.962422752380371094e+01
8.261028289794921875e+01,2.583880424499511719e+01,2.953112792968750000e+01
8.265477752685546875e+01,2.583187675476074219e+01,2.937202835083007812e+01
8.270985412597656250e+01,2.580971336364746094e+01,2.912522125244140625e+01
8.277143096923828125e+01,2.576935195922851562e+01,2.879518699645996094e+01
8.278142547607421875e+01,2.576379776000976562e+01,2.873739051818847656e+01
8.284145355224609375e+01,2.573591041564941406e+01,2.836689186096191406e+01
8.287880706787109375e+01,2.572464561462402344e+01,2.818684577941894531e+01
8.295656585693359375e+01,2.568612670898437500e+01,2.783779144287109375e+01
8.299064636230468750e+01,2.567052268981933594e+01,2.766935157775878906e+01
8.312091064453125000e+01,2.561850357055664062e+01,2.709728050231933594e+01
8.320923614501953125e+01,2.558592224121093750e+01,2.668894577026367188e+01
8.329534149169921875e+01,2.555655097961425781e+01,2.632688713073730469e+01
8.335786437988281250e+01,2.553949928283691406e+01,2.609363555908203125e+01
8.354641723632812500e+01,2.545507240295410156e+01,2.523399925231933594e+01
8.362932586669921875e+01,2.543729019165039062e+01,2.485047531127929688e+01
8.363342285156250000e+01,2.543674468994140625e+01,2.483431053161621094e+01
8.366053009033203125e+01,2.542885017395019531e+01,2.471739768981933594e+01
8.376390075683593750e+01,2.537820243835449219e+01,2.414243888854980469e+01
8.391819000244140625e+01,2.534165382385253906e+01,2.350100326538085938e+01
8.396649169921875000e+01,2.531987762451171875e+01,2.325947380065917969e+01
8.405816650390625000e+01,2.525959777832031250e+01,2.278289031982421875e+01
8.416664886474609375e+01,2.522481536865234375e+01,2.228726387023925781e+01
8.421427917480468750e+01,2.520216178894042969e+01,2.206110382080078125e+01
8.426125335693359375e+01,2.518522644042968750e+01,2.183677101135253906e+01
8.427832794189453125e+01,2.517669677734375000e+01,2.176146125793457031e+01
8.434534454345703125e+01,2.513989448547363281e+01,2.142053985595703125e+01
8.447350311279296875e+01,2.506769180297851562e+01,2.073311805725097656e+01
8.451392364501953125e+01,2.504950141906738281e+01,2.056577110290527344e+01
8.451860809326171875e+01,2.504740333557128906e+01,2.054757118225097656e+01
8.463639068603515625e+01,2.499930381774902344e+01,1.999329185485839844e+01
8.471037292480468750e+01,2.494575881958007812e+01,1.956093406677246094e+01
8.471932983398437500e+01,2.494084358215332031e+01,1.951506423950195312e+01
8.477397918701171875e+01,2.491006278991699219e+01,1.923081970214843750e+01
8.478401947021484375e+01,2.490442657470703125e+01,1.918347740173339844e+01
8.479467010498046875e+01,2.489689445495605469e+01,1.913277053833007812e+01
8.490811157226562500e+01,2.480074310302734375e+01,1.834900093078613281e+01
8.496900177001953125e+01,2.472351074218750000e+01,1.783469963073730469e+01
8.498489379882812500e+01,2.469692230224609375e+01,1.770816421508789062e+01
8.514117431640625000e+01,2.458208274841308594e+01,1.668729972839355469e+01
8.516040802001953125e+01,2.456972885131835938e+01,1.654809761047363281e+01
8.516263580322265625e+01,2.456791305541992188e+01,1.652727317810058594e+01
8.518119812011718750e+01,2.454965591430664062e+01,1.637739944458007812e+01
8.522990417480468750e+01,2.450075912475585938e+01,1.600297927856445312e+01
8.525648498535156250e+01,2.446751213073730469e+01,1.574924755096435547e+01
8.533838653564453125e+01,2.438250732421875000e+01,1.515806674957275391e+01
8.533853912353515625e+01,2.438234901428222656e+01,1.515679073333740234e+01
8.539853668212890625e+01,2.432340812683105469e+01,1.471013927459716797e+01
8.542028808593750000e+01,2.430406761169433594e+01,1.453376770019531250e+01
8.545073699951171875e+01,2.427464294433593750e+01,1.432612419128417969e+01
8.548956298828125000e+01,2.424146461486816406e+01,1.403197860717773438e+01
8.552394866943359375e+01,2.421282386779785156e+01,1.380762958526611328e+01
8.556561279296875000e+01,2.417406654357910156e+01,1.343764495849609375e+01
8.557833099365234375e+01,2.416442871093750000e+01,1.335760593414306641e+01
8.563718414306640625e+01,2.411499786376953125e+01,1.293849182128906250e+01
8.568718719482421875e+01,2.408546638488769531e+01,1.254119205474853516e+01
8.575043487548828125e+01,2.405231094360351562e+01,1.215741443634033203e+01
8.576398468017578125e+01,2.404468536376953125e+01,1.207886981964111328e+01
8.581488037109375000e+01,2.401568222045898438e+01,1.171435832977294922e+01
8.581858062744140625e+01,2.401599884033203125e+01,1.169014835357666016e+01
8.588341522216796875e+01,2.399620437622070312e+01,1.125219249725341797e+01
8.590099334716796875e+01,2.398973846435546875e+01,1.115982723236083984e+01
8.592704010009765625e+01,2.398336601257324219e+01,1.100127601623535156e+01
8.597506713867187500e+01,2.396260643005371094e+01,1.069334888458251953e+01
8.599471282958984375e+01,2.394277000427246094e+01,1.053308010101318359e+01
8.599531555175781250e+01,2.394224739074707031e+01,1.052900123596191406e+01
8.599985504150390625e+01,2.393842124938964844e+01,1.049907398223876953e+01
8.609496307373046875e+01,2.384478378295898438e+01,9.637041091918945312e+00
8.613417053222656250e+01,2.382787322998046875e+01,9.429616928100585938e+00
7.957897949218750000e+01,9.259775543212890625e+01,2.016461029052734375e+02
7.958616638183593750e+01,9.257027435302734375e+01,2.016063995361328125e+02
7.959184265136718750e+01,9.254903411865234375e+01,2.015741424560546875e+02
7.963142395019531250e+01,9.235978698730468750e+01,2.012753143310546875e+02
7.971556091308593750e+01,9.201195526123046875e+01,2.007960205078125000e+02
7.972843170166015625e+01,9.194168090820312500e+01,2.006916351318359375e+02
7.974585723876953125e+01,9.181102752685546875e+01,2.004967193603515625e+02
7.983856201171875000e+01,9.141088104248046875e+01,1.998875885009765625e+02
7.985229492187500000e+01,9.135108184814453125e+01,1.998027038574218750e+02
7.988343811035156250e+01,9.113846588134765625e+01,1.994748229980468750e+02
7.990421295166015625e+01,9.104306793212890625e+01,1.993404846191406250e+02
7.998190307617187500e+01,9.070539093017578125e+01,1.988321533203125000e+02
7.998654937744140625e+01,9.066867828369140625e+01,1.987826080322265625e+02
8.003106689453125000e+01,9.036480712890625000e+01,1.983339538574218750e+02
8.011155700683593750e+01,9.006114196777343750e+01,1.979127349853515625e+02
8.013314056396484375e+01,8.996139526367187500e+01,1.977658843994140625e+02
8.017910003662109375e+01,8.976882171630859375e+01,1.974430084228515625e+02
8.017910003662109375e+01,8.976882171630859375e+01,1.974430084228515625e+02
8.017916870117187500e+01,8.976858520507812500e+01,1.974426422119140625e+02
8.024250793457031250e+01,8.945361328125000000e+01,1.969875946044921875e+02
8.024340820312500000e+01,8.944907379150390625e+01,1.969810333251953125e+02
8.030169677734375000e+01,8.923836517333984375e+01,1.966708526611328125e+02
8.030174255371093750e+01,8.923821258544921875e+01,1.966706085205078125e+02
8.031344604492187500e+01,8.919956207275390625e+01,1.966110992431640625e+02
8.037948608398437500e+01,8.899296569824218750e+01,1.963117370605468750e+02
8.039768218994140625e+01,8.894218444824218750e+01,1.962318115234375000e+02
8.042946624755859375e+01,8.883109283447265625e+01,1.960711364746093750e+02
8.051655578613281250e+01,8.837477874755859375e+01,1.954279632568359375e+02
8.058229827880859375e+01,8.815285491943359375e+01,1.950898284912109375e+02
8.059677124023437500e+01,8.811021423339843750e+01,1.950214691162109375e+02
8.063941955566406250e+01,8.794544219970703125e+01,1.947671356201171875e+02
8.070252227783203125e+01,8.771912384033203125e+01,1.944122009277343750e+02
8.075147247314453125e+01,8.746115112304687500e+01,1.940628051757812500e+02
8.087635040283203125e+01,8.701031494140625000e+01,1.933769378662109375e+02
8.088736724853515625e+01,8.690993499755859375e+01,1.932380828857421875e+02
8.099006652832031250e+01,8.646151733398437500e+01,1.925991821289062500e+02
8.102869415283203125e+01,8.631680297851562500e+01,1.923577270507812500e+02
8.106050109863281250e+01,8.622261810302734375e+01,1.921952514648437500e+02
8.116626739501953125e+01,8.583953094482421875e+01,1.916295013427734375e+02
8.119202423095703125e+01,8.565232849121093750e+01,1.913723602294921875e+02
8.131172943115234375e+01,8.518059539794921875e+01,1.906505889892578125e+02
8.131187438964843750e+01,8.518022918701171875e+01,1.906499633789062500e+02
8.132949829101562500e+01,8.513484954833984375e+01,1.905731048583984375e+02
8.140005493164062500e+01,8.493423461914062500e+01,1.902335662841796875e+02
8.140036010742187500e+01,8.493296813964843750e+01,1.902314300537109375e+02
8.142580413818359375e+01,8.482900238037109375e+01,1.900556488037109375e+02
8.142955780029296875e+01,8.480741119384765625e+01,1.900216827392578125e+02
8.155952453613281250e+01,8.425583648681640625e+01,1.892548675537109375e+02
8.162265014648437500e+01,8.402362060546875000e+01,1.888640899658203125e+02
8.168294525146484375e+01,8.377554321289062500e+01,1.884614562988281250e+02
8.168643188476562500e+01,8.376123809814453125e+01,1.884410552978515625e+02
8.172719573974609375e+01,8.362419891357421875e+01,1.882319946289062500e+02
8.173802185058593750e+01,8.358298492431640625e+01,1.881658020019531250e+02
8.174314880371093750e+01,8.356282043457031250e+01,1.881325378417968750e+02
8.185671234130859375e+01,8.322916412353515625e+01,1.876081848144531250e+02
8.185681915283203125e+01,8.322877502441406250e+01,1.876075134277343750e+02
8.188375091552734375e+01,8.313179016113281250e+01,1.874405975341796875e+02
8.191492462158203125e+01,8.301200103759765625e+01,1.872303619384765625e+02
8.197644805908203125e+01,8.282525634765625000e+01,1.869323120117187500e+02
8.198166656494140625e+01,8.280680084228515625e+01,1.869054870605468750e+02
8.199570465087890625e+01,8.276262664794921875e+01,1.868375244140625000e+02
8.203955078125000000e+01,8.261217498779296875e+01,1.865925445556640625e+02
8.206900787353515625e+01,8.250180816650390625e+01,1.863992462158203125e+02
8.209925842285156250e+01,8.241722106933593750e+01,1.862488098144531250e+02
8.216392517089843750e+01,8.222157287597656250e+01,1.859297485351562500e+02
8.218523406982421875e+01,8.217825317382812500e+01,1.858564453125000000e+02
8.220583343505859375e+01,8.213181304931640625e+01,1.857828369140625000e+02
8.227314758300781250e+01,8.193746948242187500e+01,1.854644927978515625e+02
8.230027770996093750e+01,8.184918212890625000e+01,1.853042449951171875e+02
8.230062103271484375e+01,8.184821319580078125e+01,1.853025665283203125e+02
8.233174896240234375e+01,8.177200317382812500e+01,1.851690826416015625e+02
8.244437408447265625e+01,8.146154785156250000e+01,1.846044464111328125e+02
8.251593017578125000e+01,8.126448822021484375e+01,1.842874298095703125e+02
8.255792999267578125e+01,8.110017395019531250e+01,1.840229187011718750e+02
8.258193206787109375e+01,8.101661682128906250e+01,1.838656158447265625e+02
8.260920715332031250e+01,8.093849182128906250e+01,1.837216339111328125e+02
8.265945434570312500e+01,8.077876281738281250e+01,1.834436187744140625e+02
8.265963745117187500e+01,8.077828216552734375e+01,1.834427795410156250e+02
8.270513916015625000e+01,8.065854644775390625e+01,1.832332305908203125e+02
8.276674652099609375e+01,8.040909576416015625e+01,1.827914428710937500e+02
8.276698303222656250e+01,8.040826416015625000e+01,1.827900543212890625e+02
8.278871154785156250e+01,8.035253143310546875e+01,1.826872558593750000e+02
8.284078979492187500e+01,8.013523864746093750e+01,1.823147277832031250e+02
8.284131622314453125e+01,8.013181304931640625e+01,1.823095245361328125e+02
8.284434509277343750e+01,8.011190795898437500e+01,1.822758636474609375e+02
8.288343048095703125e+01,7.991014099121093750e+01,1.819347839355468750e+02
8.290095520019531250e+01,7.981784057617187500e+01,1.817577056884765625e+02
8.291766357421875000e+01,7.973971557617187500e+01,1.815947723388671875e+02
8.292904663085937500e+01,7.966477203369140625e+01,1.814301300048828125e+02
8.295493316650390625e+01,7.947734069824218750e+01,1.810051269531250000e+02
8.296121978759765625e+01,7.941481018066406250e+01,1.808692474365234375e+02
8.298552703857421875e+01,7.926256561279296875e+01,1.805202941894531250e+02
8.299317169189453125e+01,7.921147918701171875e+01,1.804145812988281250e+02
8.299722290039062500e+01,7.914878082275390625e+01,1.802814788818359375e+02
8.304540252685546875e+01,7.881857299804687500e+01,1.794303741455078125e+02
8.305317687988281250e+01,7.877948760986328125e+01,1.793185577392578125e+02
8.305330657958984375e+01,7.877899932861328125e+01,1.793169097900390625e+02
8.306130218505859375e+01,7.874897766113281250e+01,1.792157745361328125e+02
8.307333374023437500e+01,7.864705657958984375e+01,1.788382873535156250e+02
8.308190917968750000e+01,7.845719909667968750e+01,1.783524627685546875e+02
8.306865692138671875e+01,7.832159423828125000e+01,1.779340972900390625e+02
8.307710266113281250e+01,7.814482879638671875e+01,1.772896575927734375e+02
8.306504821777343750e+01,7.802822875976562500e+01,1.769508361816406250e+02
8.307663726806640625e+01,7.784055328369140625e+01,1.763470001220703125e+02
8.311175537109375000e+01,7.768133544921875000e+01,1.759005126953125000e+02
8.311968994140625000e+01,7.764682769775390625e+01,1.757971649169921875e+02
8.311948394775390625e+01,7.752338409423828125e+01,1.754149780273437500e+02
8.311949920654296875e+01,7.752331542968750000e+01,1.754147338867187500e+02
8.312020111083984375e+01,7.751984405517578125e+01,1.754026184082031250e+02
8.317490386962890625e+01,7.722927856445312500e+01,1.744898834228515625e+02
8.318856811523437500e+01,7.698365020751953125e+01,1.739070281982421875e+02
8.323392486572265625e+01,7.678572082519531250e+01,1.733588867187500000e+02
8.330802154541015625e+01,7.652983093261718750e+01,1.725639648437500000e+02
8.335222625732421875e+01,7.617781066894531250e+01,1.716578674316406250e+02
8.337281799316406250e+01,7.611818695068359375e+01,1.715088806152343750e+02
8.349423217773437500e+01,7.578479766845703125e+01,1.706759490966796875e+02
8.358135223388671875e+01,7.541580200195312500e+01,1.697475891113281250e+02
8.360623168945312500e+01,7.535050964355468750e+01,1.695872497558593750e+02
8.371131134033203125e+01,7.492634582519531250e+01,1.686662292480468750e+02
8.375153350830078125e+01,7.479201507568359375e+01,1.682986907958984375e+02
8.385770416259765625e+01,7.426436614990234375e+01,1.671685028076171875e+02
8.386135101318359375e+01,7.425508880615234375e+01,1.671502990722656250e+02
8.392959594726562500e+01,7.395388031005859375e+01,1.664311218261718750e+02
8.394015502929687500e+01,7.385344696044921875e+01,1.662185974121093750e+02
8.395746612548828125e+01,7.375714874267578125e+01,1.660258178710937500e+02
8.395766448974609375e+01,7.375591278076171875e+01,1.660233612060546875e+02
8.400638580322265625e+01,7.344807434082031250e+01,1.654114379882812500e+02
8.400600433349609375e+01,7.344004821777343750e+01,1.653971099853515625e+02
8.401007080078125000e+01,7.338777923583984375e+01,1.652953338623046875e+02
8.402584838867187500e+01,7.321223449707031250e+01,1.649137573242187500e+02
8.406763458251953125e+01,7.302704620361328125e+01,1.645482330322265625e+02
8.407489776611328125e+01,7.299817657470703125e+01,1.644926910400390625e+02
8.411106109619140625e+01,7.278038787841796875e+01,1.640864257812500000e+02
8.413328552246093750e+01,7.266099548339843750e+01,1.638485412597656250e+02
8.413329315185546875e+01,7.265978240966796875e+01,1.638463287353515625e+02
8.413372039794921875e+01,7.255970764160156250e+01,1.636638488769531250e+02
8.413590240478515625e+01,7.254615783691406250e+01,1.636365356445312500e+02
8.415624237060546875e+01,7.245726013183593750e+01,1.634660186767578125e+02
8.416654205322265625e+01,7.197415924072265625e+01,1.626132659912109375e+02
8.416677093505859375e+01,7.196936798095703125e+01,1.626060943603515625e+02
8.417552947998046875e+01,7.180283355712890625e+01,1.623551788330078125e+02
8.414836883544921875e+01,7.145037078857421875e+01,1.617675781250000000e+02
8.406205749511718750e+01,7.086860656738281250e+01,1.609278717041015625e+02
8.405329895019531250e+01,7.083401489257812500e+01,1.608813323974609375e+02
8.389693450927734375e+01,7.045269775390625000e+01,1.603290405273437500e+02
8.371553802490234375e+01,6.989770507812500000e+01,1.596484527587890625e+02
8.358097076416015625e+01,6.947850036621093750e+01,1.590839233398437500e+02
8.334646606445312500e+01,6.866452789306640625e+01,1.580238342285156250e+02
8.335461425781250000e+01,6.850669860839843750e+01,1.578101501464843750e+02
8.336109161376953125e+01,6.842559051513671875e+01,1.576898193359375000e+02
8.330934906005859375e+01,6.816678619384765625e+01,1.573456420898437500e+02
8.320137023925781250e+01,6.779894256591796875e+01,1.568308410644531250e+02
8.300225067138671875e+01,6.710836029052734375e+01,1.560606079101562500e+02
8.283329010009765625e+01,6.661909484863281250e+01,1.554596252441406250e+02
8.273514556884765625e+01,6.634678649902343750e+01,1.551766204833984375e+02
8.259370422363281250e+01,6.602745819091796875e+01,1.548293914794921875e+02
8.247992706298828125e+01,6.576968383789062500e+01,1.545188446044921875e+02
8.222139739990234375e+01,6.517744445800781250e+01,1.538883209228515625e+02
8.212858581542968750e+01,6.487564086914062500e+01,1.535480957031250000e+02
8.204041290283203125e+01,6.466217803955078125e+01,1.533555450439453125e+02
8.163550567626953125e+01,6.389527511596679688e+01,1.526064605712890625e+02
8.137706756591796875e+01,6.341110992431640625e+01,1.520560302734375000e+02
8.126229858398437500e+01,6.311472320556640625e+01,1.517627410888671875e+02
8.122971343994140625e+01,6.303662872314453125e+01,1.516700134277343750e+02
8.104243469238281250e+01,6.262919616699218750e+01,1.512171173095703125e+02
8.104213714599609375e+01,6.262805175781250000e+01,1.512157440185546875e+02
8.103010559082031250e+01,6.258152770996093750e+01,1.511599121093750000e+02
8.102999114990234375e+01,6.258110809326171875e+01,1.511593627929687500e+02
8.100119781494140625e+01,6.247628021240234375e+01,1.510216369628906250e+02
8.085256958007812500e+01,6.243018341064453125e+01,1.507879638671875000e+02
8.069916534423828125e+01,6.234947204589843750e+01,1.504042816162109375e+02
8.068470764160156250e+01,6.234356307983398438e+01,1.503655242919921875e+02
8.046962738037109375e+01,6.218124389648437500e+01,1.495862731933593750e+02
8.045725250244140625e+01,6.217937088012695312e+01,1.495604858398437500e+02
8.009539031982421875e+01,6.202394104003906250e+01,1.484443359375000000e+02
8.007295989990234375e+01,6.201806640625000000e+01,1.483632202148437500e+02
7.994747924804687500e+01,6.200061798095703125e+01,1.480632629394531250e+02
7.961316680908203125e+01,6.189516067504882812e+01,1.471405944824218750e+02
7.925862884521484375e+01,6.188472747802734375e+01,1.462825622558593750e+02
7.869564056396484375e+01,6.183641815185546875e+01,1.446317291259765625e+02
7.865321350097656250e+01,6.183717727661132812e+01,1.443671417236328125e+02
7.830238342285156250e+01,6.174130630493164062e+01,1.426620330810546875e+02
7.830227661132812500e+01,6.174118804931640625e+01,1.426611785888671875e+02
7.827553558349609375e+01,6.171179580688476562e+01,1.424481506347656250e+02
7.822105407714843750e+01,6.165916061401367188e+01,1.414327392578125000e+02
7.800778961181640625e+01,6.158843994140625000e+01,1.399627838134765625e+02
7.798243713378906250e+01,6.156700134277343750e+01,1.397959442138671875e+02
7.784432983398437500e+01,6.156307983398437500e+01,1.385820312500000000e+02
7.779489135742187500e+01,6.148096847534179688e+01,1.375605316162109375e+02
7.774973297119140625e+01,6.144984436035156250e+01,1.372500152587890625e+02
7.774733734130859375e+01,6.144758605957031250e+01,1.372238616943359375e+02
7.774226379394531250e+01,6.144392776489257812e+01,1.371898345947265625e+02
7.775914001464843750e+01,6.139393615722656250e+01,1.364176940917968750e+02
7.773980712890625000e+01,6.137578582763671875e+01,1.360151824951171875e+02
7.768259429931640625e+01,6.129086303710937500e+01,1.351921997070312500e+02
7.766418457031250000e+01,6.126518249511718750e+01,1.349996795654296875e+02
7.763695526123046875e+01,6.123180389404296875e+01,1.347218170166015625e+02
7.761617279052734375e+01,6.119317245483398438e+01,1.344905242919921875e+02
7.760870361328125000e+01,6.117762374877929688e+01,1.343025360107421875e+02
7.757169342041015625e+01,6.113743209838867188e+01,1.338915100097656250e+02
7.755146789550781250e+01,6.106914901733398438e+01,1.333513641357421875e+02
7.754721832275390625e+01,6.100406646728515625e+01,1.329228820800781250e+02
7.754532623291015625e+01,6.095414733886718750e+01,1.326906280517578125e+02
7.754964447021484375e+01,6.088562011718750000e+01,1.323331909179687500e+02
7.755457305908203125e+01,6.085950469970703125e+01,1.322196807861328125e+02
7.754387664794921875e+01,6.070754241943359375e+01,1.313526611328125000e+02
